sample,population,count,total_count,percentage
sample00805,cd8_t_cell,27877,109186,25.53
sample00805,cd4_t_cell,26240,109186,24.03
sample00805,nk_cell,21156,109186,19.38
sample00805,monocyte,25229,109186,23.11
sample00806,b_cell,10282,112258,9.16
sample00806,cd8_t_cell,25570,112258,22.78
sample00806,cd4_t_cell,30447,112258,27.12
sample00806,nk_cell,20430,112258,18.2
sample00806,monocyte,25529,112258,22.74
sample00807,b_cell,11053,96519,11.45
sample00807,cd8_t_cell,22133,96519,22.93
sample00807,cd4_t_cell,28845,96519,29.89
sample00807,nk_cell,19026,96519,19.71
sample00807,monocyte,15462,96519,16.02
sample00808,b_cell,14322,89890,15.93
sample00808,cd8_t_cell,19256,89890,21.42
sample00808,cd4_t_cell,23195,89890,25.8
sample00808,nk_cell,13417,89890,14.93
sample00808,monocyte,19700,89890,21.92
sample00809,b_cell,17200,110157,15.61
sample00809,cd8_t_cell,27662,110157,25.11
sample00809,cd4_t_cell,29353,110157,26.65
sample00809,nk_cell,19350,110157,17.57
sample00809,monocyte,16592,110157,15.06
sample00810,b_cell,12912,106592,12.11
sample00810,cd8_t_cell,27026,106592,25.35
sample00810,cd4_t_cell,31785,106592,29.82
sample00810,nk_cell,19291,106592,18.1
sample00810,monocyte,15578,106592,14.61
sample00811,b_cell,10196,93880,10.86
sample00811,cd8_t_cell,21899,93880,23.33
sample00811,cd4_t_cell,24450,93880,26.04
sample00811,nk_cell,13678,93880,14.57
sample00811,monocyte,23657,93880,25.2
sample00812,b_cell,12461,98381,12.67
sample00812,cd8_t_cell,19332,98381,19.65
sample00812,cd4_t_cell,26997,98381,27.44
sample00812,nk_cell,23814,98381,24.21
sample00812,monocyte,15777,98381,16.04
sample00813,b_cell,15287,93461,16.36
sample00813,cd8_t_cell,26206,93461,28.04
sample00813,cd4_t_cell,27189,93461,29.09
sample00813,nk_cell,7444,93461,7.96
sample00813,monocyte,17335,93461,18.55
sample00814,b_cell,10159,98283,10.34
sample00814,cd8_t_cell,27301,98283,27.78
sample00814,cd4_t_cell,30664,98283,31.2
sample00814,nk_cell,14435,98283,14.69
sample00814,monocyte,15724,98283,16.0
sample00815,b_cell,12491,102682,12.16
sample00815,cd8_t_cell,34493,102682,33.59
sample00815,cd4_t_cell,23697,102682,23.08
sample00815,nk_cell,11696,102682,11.39
sample00815,monocyte,20305,102682,19.77
sample00816,b_cell,17413,101332,17.18
sample00816,cd8_t_cell,23218,101332,22.91
sample00816,cd4_t_cell,29046,101332,28.66
sample00816,nk_cell,13974,101332,13.79
sample00816,monocyte,17681,101332,17.45
sample00817,b_cell,10323,95568,10.8
sample00817,cd8_t_cell,25402,95568,26.58
sample00817,cd4_t_cell,30962,95568,32.4
sample00817,nk_cell,14817,95568,15.5
sample00817,monocyte,14064,95568,14.72
sample00818,b_cell,10757,93785,11.47
sample00818,cd8_t_cell,17533,93785,18.69
sample00818,cd4_t_cell,34661,93785,36.96
sample00818,nk_cell,15199,93785,16.21
sample00818,monocyte,15635,93785,16.67
sample00819,b_cell,7651,100730,7.6
sample00819,cd8_t_cell,23509,100730,23.34
sample00819,cd4_t_cell,32080,100730,31.85
sample00819,nk_cell,11372,100730,11.29
sample00819,monocyte,26118,100730,25.93
sample00820,b_cell,11504,100331,11.47
sample00820,cd8_t_cell,21844,100331,21.77
sample00820,cd4_t_cell,32836,100331,32.73
sample00820,nk_cell,10193,100331,10.16
sample00820,monocyte,23954,100331,23.87
sample00821,b_cell,7036,90205,7.8
sample00821,cd8_t_cell,24735,90205,27.42
sample00821,cd4_t_cell,26348,90205,29.21
sample00821,nk_cell,10776,90205,11.95
sample00821,monocyte,21310,90205,23.62
sample00822,b_cell,9035,101179,8.93
sample00822,cd8_t_cell,26253,101179,25.95
sample00822,cd4_t_cell,34162,101179,33.76
sample00822,nk_cell,15069,101179,14.89
sample00822,monocyte,16660,101179,16.47
sample00823,b_cell,5945,96545,6.16
sample00823,cd8_t_cell,25616,96545,26.53
sample00823,cd4_t_cell,24783,96545,25.67
sample00823,nk_cell,15715,96545,16.28
sample00823,monocyte,24486,96545,25.36
sample00824,b_cell,5491,90381,6.08
sample00824,cd8_t_cell,26991,90381,29.86
sample00824,cd4_t_cell,22558,90381,24.96
sample00824,nk_cell,14206,90381,15.72
sample00824,monocyte,21135,90381,23.38
sample00825,b_cell,9193,94793,9.7
sample00825,cd8_t_cell,26668,94793,28.13
sample00825,cd4_t_cell,28430,94793,29.99
sample00825,nk_cell,14646,94793,15.45
sample00825,monocyte,15856,94793,16.73
sample00826,b_cell,16248,102757,15.81
sample00826,cd8_t_cell,22635,102757,22.03
sample00826,cd4_t_cell,31681,102757,30.83
sample00826,nk_cell,16273,102757,15.84
sample00826,monocyte,15920,102757,15.49
sample00827,b_cell,8126,98597,8.24
sample00827,cd8_t_cell,24820,98597,25.17
sample00827,cd4_t_cell,32233,98597,32.69
sample00827,nk_cell,13689,98597,13.88
sample00827,monocyte,19729,98597,20.01
sample00828,b_cell,7060,110528,6.39
sample00828,cd8_t_cell,35882,110528,32.46
sample00828,cd4_t_cell,33303,110528,30.13
sample00828,nk_cell,15082,110528,13.65
sample00828,monocyte,19201,110528,17.37
sample00829,b_cell,6212,96566,6.43
sample00829,cd8_t_cell,23028,96566,23.85
sample00829,cd4_t_cell,36681,96566,37.99
sample00829,nk_cell,17166,96566,17.78
sample00829,monocyte,13479,96566,13.96
sample00830,b_cell,19426,109728,17.7
sample00830,cd8_t_cell,23572,109728,21.48
sample00830,cd4_t_cell,28854,109728,26.3
sample00830,nk_cell,13783,109728,12.56
sample00830,monocyte,24093,109728,21.96
sample00831,b_cell,16261,103195,15.76
sample00831,cd8_t_cell,19035,103195,18.45
sample00831,cd4_t_cell,32851,103195,31.83
sample00831,nk_cell,14238,103195,13.8
sample00831,monocyte,20810,103195,20.17
sample00832,b_cell,12942,107919,11.99
sample00832,cd8_t_cell,23155,107919,21.46
sample00832,cd4_t_cell,25203,107919,23.35
sample00832,nk_cell,20545,107919,19.04
sample00832,monocyte,26074,107919,24.16
sample00833,b_cell,10352,104220,9.93
sample00833,cd8_t_cell,24134,104220,23.16
sample00833,cd4_t_cell,34994,104220,33.58
sample00833,nk_cell,15642,104220,15.01
sample00833,monocyte,19098,104220,18.32
sample00834,b_cell,11967,107019,11.18
sample00834,cd8_t_cell,27963,107019,26.13
sample00834,cd4_t_cell,32686,107019,30.54
sample00834,nk_cell,18347,107019,17.14
sample00834,monocyte,16056,107019,15.0
sample00835,b_cell,14056,105666,13.3
sample00835,cd8_t_cell,25099,105666,23.75
sample00835,cd4_t_cell,33813,105666,32.0
sample00835,nk_cell,16809,105666,15.91
sample00835,monocyte,15889,105666,15.04
sample00836,b_cell,13402,109445,12.25
sample00836,cd8_t_cell,27109,109445,24.77
sample00836,cd4_t_cell,30858,109445,28.19
sample00836,nk_cell,16290,109445,14.88
sample00836,monocyte,21786,109445,19.91
sample00837,b_cell,7399,107963,6.85
sample00837,cd8_t_cell,26993,107963,25.0
sample00837,cd4_t_cell,35618,107963,32.99
sample00837,nk_cell,16817,107963,15.58
sample00837,monocyte,21136,107963,19.58
sample00838,b_cell,9829,90279,10.89
sample00838,cd8_t_cell,29156,90279,32.3
sample00838,cd4_t_cell,18341,90279,20.32
sample00838,nk_cell,12077,90279,13.38
sample00838,monocyte,20876,90279,23.12
sample00839,b_cell,7424,102981,7.21
sample00839,cd8_t_cell,22048,102981,21.41
sample00839,cd4_t_cell,33733,102981,32.76
sample00839,nk_cell,18072,102981,17.55
sample00839,monocyte,21704,102981,21.08
sample00840,b_cell,6774,114168,5.93
sample00840,cd8_t_cell,23100,114168,20.23
sample00840,cd4_t_cell,43149,114168,37.79
sample00840,nk_cell,22197,114168,19.44
sample00840,monocyte,18948,114168,16.6
sample00841,b_cell,13000,108096,12.03
sample00841,cd8_t_cell,17515,108096,16.2
sample00841,cd4_t_cell,44053,108096,40.75
sample00841,nk_cell,21363,108096,19.76
sample00841,monocyte,12165,108096,11.25
sample00842,b_cell,5751,104754,5.49
sample00842,cd8_t_cell,23428,104754,22.36
sample00842,cd4_t_cell,37544,104754,35.84
sample00842,nk_cell,13001,104754,12.41
sample00842,monocyte,25030,104754,23.89
sample00843,b_cell,7672,107199,7.16
sample00843,cd8_t_cell,30100,107199,28.08
sample00843,cd4_t_cell,31423,107199,29.31
sample00843,nk_cell,17960,107199,16.75
sample00843,monocyte,20044,107199,18.7
sample00844,b_cell,7975,110828,7.2
sample00844,cd8_t_cell,25423,110828,22.94
sample00844,cd4_t_cell,43761,110828,39.49
sample00844,nk_cell,13265,110828,11.97
sample00844,monocyte,20404,110828,18.41
sample00845,b_cell,8121,92625,8.77
sample00845,cd8_t_cell,18851,92625,20.35
sample00845,cd4_t_cell,35930,92625,38.79
sample00845,nk_cell,12237,92625,13.21
sample00845,monocyte,17486,92625,18.88
sample00846,b_cell,11218,111689,10.04
sample00846,cd8_t_cell,28493,111689,25.51
sample00846,cd4_t_cell,29477,111689,26.39
sample00846,nk_cell,20919,111689,18.73
sample00846,monocyte,21582,111689,19.32
sample00847,b_cell,10385,92875,11.18
sample00847,cd8_t_cell,24421,92875,26.29
sample00847,cd4_t_cell,21091,92875,22.71
sample00847,nk_cell,17343,92875,18.67
sample00847,monocyte,19635,92875,21.14
sample00848,b_cell,6606,115226,5.73
sample00848,cd8_t_cell,33262,115226,28.87
sample00848,cd4_t_cell,30608,115226,26.56
sample00848,nk_cell,26616,115226,23.1
sample00848,monocyte,18134,115226,15.74
sample00849,b_cell,11850,90828,13.05
sample00849,cd8_t_cell,16827,90828,18.53
sample00849,cd4_t_cell,28646,90828,31.54
sample00849,nk_cell,12073,90828,13.29
sample00849,monocyte,21432,90828,23.6
sample00850,b_cell,6904,101331,6.81
sample00850,cd8_t_cell,17980,101331,17.74
sample00850,cd4_t_cell,39604,101331,39.08
sample00850,nk_cell,18512,101331,18.27
sample00850,monocyte,18331,101331,18.09
sample00851,b_cell,13998,107901,12.97
sample00851,cd8_t_cell,24763,107901,22.95
sample00851,cd4_t_cell,33163,107901,30.73
sample00851,nk_cell,15223,107901,14.11
sample00851,monocyte,20754,107901,19.23
sample00852,b_cell,11939,103490,11.54
sample00852,cd8_t_cell,32953,103490,31.84
sample00852,cd4_t_cell,32301,103490,31.21
sample00852,nk_cell,13288,103490,12.84
sample00852,monocyte,13009,103490,12.57
sample00853,b_cell,7841,96933,8.09
sample00853,cd8_t_cell,25811,96933,26.63
sample00853,cd4_t_cell,29011,96933,29.93
sample00853,nk_cell,18362,96933,18.94
sample00853,monocyte,15908,96933,16.41
sample00854,b_cell,6808,100002,6.81
sample00854,cd8_t_cell,24942,100002,24.94
sample00854,cd4_t_cell,38674,100002,38.67
sample00854,nk_cell,12948,100002,12.95
sample00854,monocyte,16630,100002,16.63
sample00855,b_cell,15875,101226,15.68
sample00855,cd8_t_cell,21564,101226,21.3
sample00855,cd4_t_cell,32695,101226,32.3
sample00855,nk_cell,9280,101226,9.17
sample00855,monocyte,21812,101226,21.55
sample00856,b_cell,8307,96275,8.63
sample00856,cd8_t_cell,20768,96275,21.57
sample00856,cd4_t_cell,35169,96275,36.53
sample00856,nk_cell,14015,96275,14.56
sample00856,monocyte,18016,96275,18.71
sample00857,b_cell,4768,90442,5.27
sample00857,cd8_t_cell,17990,90442,19.89
sample00857,cd4_t_cell,31453,90442,34.78
sample00857,nk_cell,17581,90442,19.44
sample00857,monocyte,18650,90442,20.62
sample00858,b_cell,9808,100682,9.74
sample00858,cd8_t_cell,27073,100682,26.89
sample00858,cd4_t_cell,37501,100682,37.25
sample00858,nk_cell,9447,100682,9.38
sample00858,monocyte,16853,100682,16.74
sample00859,b_cell,11752,108881,10.79
sample00859,cd8_t_cell,19828,108881,18.21
sample00859,cd4_t_cell,34265,108881,31.47
sample00859,nk_cell,20918,108881,19.21
sample00859,monocyte,22118,108881,20.31
sample00860,b_cell,10632,109537,9.71
sample00860,cd8_t_cell,24109,109537,22.01
sample00860,cd4_t_cell,34948,109537,31.91
sample00860,nk_cell,15513,109537,14.16
sample00860,monocyte,24335,109537,22.22
sample00861,b_cell,7378,97470,7.57
sample00861,cd8_t_cell,34971,97470,35.88
sample00861,cd4_t_cell,23672,97470,24.29
sample00861,nk_cell,14770,97470,15.15
sample00861,monocyte,16679,97470,17.11
sample00862,b_cell,6039,102166,5.91
sample00862,cd8_t_cell,21828,102166,21.37
sample00862,cd4_t_cell,32804,102166,32.11
sample00862,nk_cell,19744,102166,19.33
sample00862,monocyte,21751,102166,21.29
sample00863,b_cell,2413,101651,2.37
sample00863,cd8_t_cell,30627,101651,30.13
sample00863,cd4_t_cell,25833,101651,25.41
sample00863,nk_cell,19562,101651,19.24
sample00863,monocyte,23216,101651,22.84
sample00864,b_cell,8755,101408,8.63
sample00864,cd8_t_cell,23267,101408,22.94
sample00864,cd4_t_cell,30853,101408,30.42
sample00864,nk_cell,16751,101408,16.52
sample00864,monocyte,21782,101408,21.48
sample00865,b_cell,8189,92406,8.86
sample00865,cd8_t_cell,24430,92406,26.44
sample00865,cd4_t_cell,30072,92406,32.54
sample00865,nk_cell,16460,92406,17.81
sample00865,monocyte,13255,92406,14.34
sample00866,b_cell,12286,101698,12.08
sample00866,cd8_t_cell,27931,101698,27.46
sample00866,cd4_t_cell,27883,101698,27.42
sample00866,nk_cell,17516,101698,17.22
sample00866,monocyte,16082,101698,15.81
sample00867,b_cell,6689,96336,6.94
sample00867,cd8_t_cell,19089,96336,19.82
sample00867,cd4_t_cell,29742,96336,30.87
sample00867,nk_cell,20518,96336,21.3
sample00867,monocyte,20298,96336,21.07
sample00868,b_cell,10173,94267,10.79
sample00868,cd8_t_cell,21411,94267,22.71
sample00868,cd4_t_cell,24448,94267,25.93
sample00868,nk_cell,19070,94267,20.23
sample00868,monocyte,19165,94267,20.33
sample00869,b_cell,10357,101421,10.21
sample00869,cd8_t_cell,25080,101421,24.73
sample00869,cd4_t_cell,33830,101421,33.36
sample00869,nk_cell,14758,101421,14.55
sample00869,monocyte,17396,101421,17.15
sample00870,b_cell,6118,104226,5.87
sample00870,cd8_t_cell,19566,104226,18.77
sample00870,cd4_t_cell,37684,104226,36.16
sample00870,nk_cell,13216,104226,12.68
sample00870,monocyte,27642,104226,26.52
sample00871,b_cell,7592,104454,7.27
sample00871,cd8_t_cell,28240,104454,27.04
sample00871,cd4_t_cell,29146,104454,27.9
sample00871,nk_cell,16132,104454,15.44
sample00871,monocyte,23344,104454,22.35
sample00872,b_cell,7838,97028,8.08
sample00872,cd8_t_cell,30502,97028,31.44
sample00872,cd4_t_cell,21056,97028,21.7
sample00872,nk_cell,13559,97028,13.97
sample00872,monocyte,24073,97028,24.81
sample00873,b_cell,6632,103428,6.41
sample00873,cd8_t_cell,31342,103428,30.3
sample00873,cd4_t_cell,23954,103428,23.16
sample00873,nk_cell,17054,103428,16.49
sample00873,monocyte,24446,103428,23.64
sample00874,b_cell,19533,101456,19.25
sample00874,cd8_t_cell,32298,101456,31.83
sample00874,cd4_t_cell,22128,101456,21.81
sample00874,nk_cell,10837,101456,10.68
sample00874,monocyte,16660,101456,16.42
sample00875,b_cell,12312,106472,11.56
sample00875,cd8_t_cell,28657,106472,26.92
sample00875,cd4_t_cell,38461,106472,36.12
sample00875,nk_cell,12889,106472,12.11
sample00875,monocyte,14153,106472,13.29
sample00876,b_cell,10231,92437,11.07
sample00876,cd8_t_cell,30240,92437,32.71
sample00876,cd4_t_cell,22070,92437,23.88
sample00876,nk_cell,10897,92437,11.79
sample00876,monocyte,18999,92437,20.55
sample00877,b_cell,8923,110270,8.09
sample00877,cd8_t_cell,23275,110270,21.11
sample00877,cd4_t_cell,31351,110270,28.43
sample00877,nk_cell,19927,110270,18.07
sample00877,monocyte,26794,110270,24.3
sample00878,b_cell,6631,93168,7.12
sample00878,cd8_t_cell,30090,93168,32.3
sample00878,cd4_t_cell,29680,93168,31.86
sample00878,nk_cell,12186,93168,13.08
sample00878,monocyte,14581,93168,15.65
sample00879,b_cell,11012,100661,10.94
sample00879,cd8_t_cell,26566,100661,26.39
sample00879,cd4_t_cell,33135,100661,32.92
sample00879,nk_cell,13490,100661,13.4
sample00879,monocyte,16458,100661,16.35
sample00880,b_cell,10840,105425,10.28
sample00880,cd8_t_cell,27419,105425,26.01
sample00880,cd4_t_cell,32434,105425,30.76
sample00880,nk_cell,10779,105425,10.22
sample00880,monocyte,23953,105425,22.72
sample00881,b_cell,8431,98625,8.55
sample00881,cd8_t_cell,35023,98625,35.51
sample00881,cd4_t_cell,32423,98625,32.88
sample00881,nk_cell,9262,98625,9.39
sample00881,monocyte,13486,98625,13.67
sample00882,b_cell,9426,97969,9.62
sample00882,cd8_t_cell,21708,97969,22.16
sample00882,cd4_t_cell,34915,97969,35.64
sample00882,nk_cell,11653,97969,11.89
sample00882,monocyte,20267,97969,20.69
sample00883,b_cell,12611,101603,12.41
sample00883,cd8_t_cell,30609,101603,30.13
sample00883,cd4_t_cell,22884,101603,22.52
sample00883,nk_cell,12375,101603,12.18
sample00883,monocyte,23124,101603,22.76
sample00884,b_cell,4180,98805,4.23
sample00884,cd8_t_cell,31337,98805,31.72
sample00884,cd4_t_cell,26636,98805,26.96
sample00884,nk_cell,18374,98805,18.6
sample00884,monocyte,18278,98805,18.5
sample00885,b_cell,10122,99155,10.21
sample00885,cd8_t_cell,24784,99155,25.0
sample00885,cd4_t_cell,28127,99155,28.37
sample00885,nk_cell,14689,99155,14.81
sample00885,monocyte,21433,99155,21.62
sample00886,b_cell,10261,108254,9.48
sample00886,cd8_t_cell,33225,108254,30.69
sample00886,cd4_t_cell,30243,108254,27.94
sample00886,nk_cell,14401,108254,13.3
sample00886,monocyte,20124,108254,18.59
sample00887,b_cell,9086,103311,8.79
sample00887,cd8_t_cell,23620,103311,22.86
sample00887,cd4_t_cell,29285,103311,28.35
sample00887,nk_cell,15916,103311,15.41
sample00887,monocyte,25404,103311,24.59
sample00888,b_cell,7021,99206,7.08
sample00888,cd8_t_cell,16828,99206,16.96
sample00888,cd4_t_cell,37758,99206,38.06
sample00888,nk_cell,15363,99206,15.49
sample00888,monocyte,22236,99206,22.41
sample00889,b_cell,7478,97987,7.63
sample00889,cd8_t_cell,23497,97987,23.98
sample00889,cd4_t_cell,34983,97987,35.7
sample00889,nk_cell,9584,97987,9.78
sample00889,monocyte,22445,97987,22.91
sample00890,b_cell,12647,100665,12.56
sample00890,cd8_t_cell,20418,100665,20.28
sample00890,cd4_t_cell,28813,100665,28.62
sample00890,nk_cell,16166,100665,16.06
sample00890,monocyte,22621,100665,22.47
sample00891,b_cell,6310,91643,6.89
sample00891,cd8_t_cell,20826,91643,22.73
sample00891,cd4_t_cell,34353,91643,37.49
sample00891,nk_cell,18366,91643,20.04
sample00891,monocyte,11788,91643,12.86
sample00892,b_cell,7261,111328,6.52
sample00892,cd8_t_cell,32118,111328,28.85
sample00892,cd4_t_cell,39032,111328,35.06
sample00892,nk_cell,16741,111328,15.04
sample00892,monocyte,16176,111328,14.53
sample00893,b_cell,7808,104475,7.47
sample00893,cd8_t_cell,24657,104475,23.6
sample00893,cd4_t_cell,25291,104475,24.21
sample00893,nk_cell,20837,104475,19.94
sample00893,monocyte,25882,104475,24.77
sample00894,b_cell,12289,97282,12.63
sample00894,cd8_t_cell,19880,97282,20.44
sample00894,cd4_t_cell,27334,97282,28.1
sample00894,nk_cell,15487,97282,15.92
sample00894,monocyte,22292,97282,22.91
sample00895,b_cell,12039,103080,11.68
sample00895,cd8_t_cell,23358,103080,22.66
sample00895,cd4_t_cell,26715,103080,25.92
sample00895,nk_cell,17789,103080,17.26
sample00895,monocyte,23179,103080,22.49
sample00896,b_cell,11286,102348,11.03
sample00896,cd8_t_cell,25894,102348,25.3
sample00896,cd4_t_cell,36200,102348,35.37
sample00896,nk_cell,10938,102348,10.69
sample00896,monocyte,18030,102348,17.62
sample00897,b_cell,4761,90254,5.28
sample00897,cd8_t_cell,17611,90254,19.51
sample00897,cd4_t_cell,32249,90254,35.73
sample00897,nk_cell,15468,90254,17.14
sample00897,monocyte,20165,90254,22.34
sample00898,b_cell,11864,94230,12.59
sample00898,cd8_t_cell,22956,94230,24.36
sample00898,cd4_t_cell,22523,94230,23.9
sample00898,nk_cell,14669,94230,15.57
sample00898,monocyte,22218,94230,23.58
sample00899,b_cell,4802,99331,4.83
sample00899,cd8_t_cell,21126,99331,21.27
sample00899,cd4_t_cell,32112,99331,32.33
sample00899,nk_cell,15957,99331,16.06
sample00899,monocyte,25334,99331,25.5
sample00900,b_cell,17544,97536,17.99
sample00900,cd8_t_cell,22202,97536,22.76
sample00900,cd4_t_cell,29474,97536,30.22
sample00900,nk_cell,10186,97536,10.44
sample00900,monocyte,18130,97536,18.59
sample00901,b_cell,6259,98254,6.37
sample00901,cd8_t_cell,27962,98254,28.46
sample00901,cd4_t_cell,22273,98254,22.67
sample00901,nk_cell,20067,98254,20.42
sample00901,monocyte,21693,98254,22.08
sample00902,b_cell,7524,91899,8.19
sample00902,cd8_t_cell,19020,91899,20.7
sample00902,cd4_t_cell,34854,91899,37.93
sample00902,nk_cell,11827,91899,12.87
sample00902,monocyte,18674,91899,20.32
sample00903,b_cell,10385,98755,10.52
sample00903,cd8_t_cell,26424,98755,26.76
sample00903,cd4_t_cell,27323,98755,27.67
sample00903,nk_cell,12277,98755,12.43
sample00903,monocyte,22346,98755,22.63
sample00904,b_cell,6813,106838,6.38
sample00904,cd8_t_cell,21696,106838,20.31
sample00904,cd4_t_cell,38337,106838,35.88
sample00904,nk_cell,19700,106838,18.44
sample00904,monocyte,20292,106838,18.99
sample00905,b_cell,9272,105543,8.79
